author,updated_at,like_count,text,public
@aaronrodriguez9082,2024-04-04T23:13:37Z,1,Amén,True
@kingortega3783,2024-04-04T22:54:53Z,0,Le boy a dexir al pastor si la podemos tocR en la iglesia,True
@Javiermontanaoficial,2024-04-04T22:53:37Z,1,Redimi2 te invocamos 🙌 apoya a este gran Servidor de Jehová en la Unión 🙌🙏,True
@tammijones2617,2024-04-04T22:48:21Z,1,Love this❤ . Thank you Jesus for saving us 🙏 🙌 ❤️.  Make him proud 👏 blessings,True
@luistaylor1641,2024-04-04T22:30:37Z,1,Durisima. Al señor sea la gloria. 🙏🏽Bendiciones Dady,True
@user-ez2mf6iv2r,2024-04-04T22:27:35Z,1,Bienvenido al camino d nuestro Padre Gloria a Dios,True
@leviezergomezg9324,2024-04-04T22:26:19Z,1,Dios nunca falla ❤,True
@strongstam7788,2024-04-04T22:24:30Z,1,Te eché de menos 👌🏾👌🏾,True
@goncimdtoficial-wy5we,2024-04-04T22:23:02Z,1,Amen 🙏🏽,True
@enmanuelalcantaramateo3136,2024-04-04T22:11:04Z,1,Viva cristo  REY🙏🛐,True
@PedroCreates123,2024-04-04T22:06:14Z,1,🔥🔥🔥,True
@MarelynSalazar-ke3vs,2024-04-04T22:05:34Z,1,Me alegra daddy por ti y me encanto esta cancion 🎉,True
@aleguzmar8276,2024-04-04T21:58:33Z,1,Una canción con faruko !!!! Obvio que cristiana 😮‍💨,True
@kiolinda1809,2024-04-04T21:58:30Z,1,Gloria 🙏😭 Dios,True
@angely.7068,2024-04-04T21:58:20Z,0,"Adoren a su falso mesias. Generacion de P*nd3j0s que no lee ni tiene discernimiento. 

Que facil es engañarlos.",True
@aleguzmar8276,2024-04-04T21:53:57Z,0,Amoooooo,True
@aleguzmar8276,2024-04-04T21:53:44Z,0,😮‍💨😮‍💨😮‍💨 un hittttt,True
@aleguzmar8276,2024-04-04T21:53:26Z,0,Te amo daddy yankee cristiano 🥲💗😮‍💨,True
@emmanuelbonilla4375,2024-04-04T21:52:01Z,0,❤❤❤💥💥💯💯❤‍🔥👏👏🙌💪🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥⚡🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,True
@Eden2.0TV,2024-04-04T21:48:11Z,0,Dios todo lo puede,True
@josedanielsancheztrinidad7361,2024-04-04T21:47:17Z,0,Con todo respeto es muy prematuro para decirlo pero cantan más Cristo céntrico que muchos artistas de años en esta industria musical,True
@julianroman6830,2024-04-04T21:44:42Z,1,@daddyYankee suelta la instrumental para hacer un challenge y podamos también testificar junto a ti lo que Dios hizo con cada uno de nosotros!!! ❤ 100% Dios nos escogió para avergonzar a los sabios🔥🙌,True
@alisson5766,2024-04-04T21:38:53Z,0,"Aqui do Brasil, amarás tudo que tens, acima de tudo o senhor...",True
@chesolivares2507,2024-04-04T21:24:41Z,2,"CON EL CANGRI PARA TODA LA VIDA, OLD SCHOOL Y AHORA MÁS POR PREDICAR LA PALABRA DE NUESTRO SEÑOR. RESPETO PARA TODAS LAS RELIGIONES 🙌🏼❤️ THE BIG BOSS. DY.",True
@fareswins4279,2024-04-04T21:20:49Z,11,Yankee siempre recuerdo ver el potencial tuyo y mas en la obra de CRISTO de YESHUA!!! Aqui se confirma que los dones y llamamientos son irrevocables !!! viendo el verdadero Proposito de Raymond Ayala predicar AL SALVADOR !!!,True
@NatanaelSolis-og5ct,2024-04-04T21:20:40Z,1,Muy duro 🎉🎉,True
@cuentqwmike2237,2024-04-04T21:18:46Z,0,Naaaa ...,True
@Chris_Music_PR,2024-04-04T21:17:44Z,1,Que paloooooo🔥🔥🔥🔥,True
@dulceidaliahernandezhernan97,2024-04-04T21:16:30Z,0,Ultra mega like! Solo Jesucristo salva,True
@yeminasuigo8834,2024-04-04T21:15:34Z,0,Después de arruinar un generación ahora es pastor dejaaaa,True
@loretarodriguez1404,2024-04-04T21:12:25Z,1,❤La Gloria para nuestro Dios y Señor Jesucristo.❤ Qué Dios continúe bendiciendo y ahora usando para muchos con tu testimonio vengan a los pies de Cristo.,True
@maricelaespinosa6947,2024-04-04T21:07:44Z,0,Love dadi  yankee,True
@nelsonmarquez7927,2024-04-04T21:06:13Z,0,Excelente..!! claro.. muy buena letra,True
@ramsesmartinezmunoz6027,2024-04-04T20:57:58Z,0,Grande King Daddy!!!,True
@AzulHernandez,2024-04-04T20:55:57Z,0,"El ultimo coro arraso con la rola. que grande eres, exito en tu nueva etapa de la vida de la mano de Cristo ❤",True
@allenwestofficial,2024-04-04T20:46:39Z,0,Amen Amen all Glory goes to jesus Christ...,True
@vivianagomez9088,2024-04-04T20:46:19Z,0,Poderosooooo Hallelujah,True
@icasolcito8716,2024-04-04T20:42:26Z,0,Estube esperando que salgan las doncellas bailarinas. Bien Daddy un paso para adelante,True
@enriquegonzalezhernandez1067,2024-04-04T20:42:22Z,0,Pasa la receta secreta de tu SkinCare @daddyYankee 888 ❤,True
@juniorvenero9174,2024-04-04T20:42:11Z,0,❤,True
@Iris.2024,2024-04-04T20:40:52Z,1,Welcome to the kingdom of God!!!!   My family loves you.,True
@drommusic4630,2024-04-04T20:38:30Z,1,🔥 Jesus #1,True
@DINEROPAYPAL,2024-04-04T20:37:36Z,0,Este tipo le hacia con los iluminatis  salían en videos mostrando los símbolos de los iluminatis  ahora ve que el direno  que le dio los iluminatis ni sirve  ahora busca de Dios Porqiñ saben esta la élite de tras de él,True
@daniquezada4262,2024-04-04T20:37:13Z,0,Daddy yankee yo vi donde explicas que estabas en una iglesia pero sigue asi ❤️‍🩹❤️‍🩹❤️‍🩹♥️♥️♥️♥️,True
@franciscopeinadovera2998,2024-04-04T20:36:50Z,0,@DaddyYankee pido colaboración con vos en ún remix de este imno cristianó !!,True
@wolfpack0109,2024-04-04T20:35:38Z,1,"POR SUS FRUTOS OS CONOCEREIS,,,Y LO 1ERO Q HACE EN ESTA CANCION ES CRITICAR A LOS DEMAS,,,WAOOO",True
@dianaredeemed,2024-04-04T20:34:51Z,0,I cannot begin to express how happy this makes me to see you sharing the gospel of the Kingdom with your fans!! This is what our God made you for!! Thank you Jesus 🙏🩸,True
@lainadalisgonzalezrodrigue8241,2024-04-04T20:26:53Z,0,Amén hermosa canción ❤🇨🇺,True
@maitreventura1540,2024-04-04T20:24:35Z,0,Bienvenu grand frère Jésus est fidèle et sauveur,True
@viverpets66,2024-04-04T20:14:25Z,0,Se imaginan daddy con lary over música cristiana uffff un temon,True
@ElexclusivoThekingblack,2024-04-04T20:11:58Z,0,Amén,True
@Saori2014,2024-04-04T20:09:16Z,0,No que se iba a retirar 😅 este Man va a seguir llenando cholis aún cantándole a Dios.,True
@dayanaUceda,2024-04-04T20:08:48Z,0,"Un poco de levadura leuda toda la masa.
El que tenga oidos oiga.
Queremos ver el cambio total de Ramon
73 Un poco después, acercándose los que por allí estaban, dijeron a Pedro: Verdaderamente también tú eres de ellos, porque aun tu manera de hablar te descubre.
El que es verdadero se parece a su  Padre
Vamos ya esta muy grandesito como para andar jugando ala iglesia todavia. Si estubo lejos de Dios y hora si quiere agradar a Dios que sea un 100%
Una se las señales que tiene que tener esque se quede en total pobreza porque lo que el diablo le dio asi como lo dio asi lo quita asi que si verdaderamente el es libre tiene que ser libre del sucio dinero que le dio el diablo.
Y deje esas señitas de ese diablo bafomet que DIOS lo reprenda",True
@JamesUrbina-lo9eq,2024-04-04T20:06:41Z,0,Amén gloria adiós,True
@adriansanchez3251,2024-04-04T20:02:41Z,0,Solo hay victoria en los brazos de cristo ✊,True
@davidcolioficial,2024-04-04T20:01:27Z,7,"No te cambiaron de oficio, pero si de propósito, que increíble la lírica, el flow, la calidad, consejo mi hermano Raumomd, jamás cambies el estilo, el flow, el chanteo, eso te llevó a ser el lider mas grande y versátil del género y del mundo, la letra definitivamente va a ser diferente, pero el flow de siempre impactará las masas.",True
@rickelmysreyes4848,2024-04-04T19:57:18Z,0,"Bendiciones a toda persona que escuche esta canción, y a yanke bendiciones que siga por el buen camino",True
@josephjuvenilewilzer9841,2024-04-04T19:57:07Z,0,🗣️Amen Amen Amen ❤️‍🔥❤️‍🔥❤️‍🔥aleluya aleluya aleluya Dios te bendiga bro,True
@eliudjonatanlizarragatizna9120,2024-04-04T19:54:05Z,0,Rolón como para el grupo de alabanza,True
@user-jt5it7vw4f,2024-04-04T19:50:52Z,0,Will he stay in church this time? He tried before🙏,True
@melvincastro8822,2024-04-04T19:50:16Z,0,DESPUES DE HACER TANTA MALDAD AHORA DICE NO TENER PECADO A OTRO PERRO CON ESE HUESO CONFIESE CLARO PERO COMO NO BUSCA DE VERDAD QUIEREN SENTIR BONITO SIN CARGAR UNA CRUZ,True
@CristianDavidSanchezTabares,2024-04-04T19:48:41Z,0,Gran cancion la gloria sea para Dios,True
@tatichamed4185,2024-04-04T19:47:18Z,0,Presentes los que lo apoyamos en este su nuevo camino 🙌🏻,True
@janilyangelipadilla,2024-04-04T19:41:38Z,0,"Wow que Bella canción. No me gusta el reggaeton, pero ese cambio lo apoyo 100%.  💖😍💖",True
@mariaaizpurua3275,2024-04-04T19:33:20Z,0,Me encantas Daddy  y que alegría que está trabajando para Dios.Bendiciones,True
@felipechuncha6189,2024-04-04T19:23:30Z,0,waoooo q buen tema... con letra q da vida.. no me canso de escucharla💪,True
@marcelolerda,2024-04-04T19:21:40Z,0,Siiiiiiiiii,True
@Lili-qu3vm,2024-04-04T19:19:48Z,0,Que Bella cancion Dios lo siga utilizando grandemente y lo bendiga siempre🙏🙏🙏,True
@Jrmartinez-dz8ib,2024-04-04T19:19:40Z,0,Hay que quitar ese goat como logo!,True
@user-nt9tz2sm8r,2024-04-04T19:18:05Z,0,Muy bien...felicidades,True
@SamsungCodigIP,2024-04-04T19:16:23Z,0,"""Ustedes van a arder en el infierno"" no puedes decir eso porque eso es condenar 


Y el que condena serán condenado 
De la manera en que juzgues seras juzgado 



Me alegra qué estés en cmaino de Dios. Cometemos error y he que ser corregibles el uno al otro. Por eso dice cuide se los unos a otros . 


Amen",True
@kevinpena9538,2024-04-04T19:12:36Z,0,"Buena esa men...  Que el Señor lo enriquezca más en sabiduría y su amor sea desbordado por su boca, a imitir sonidos nuevos y agradables por su boca para el Señor",True
@user-ct2il9sc7p,2024-04-04T19:00:43Z,0,Dios no acepta todo tipo de alabanzas.,True
@manzisb,2024-04-04T18:45:40Z,0,Toda gloria a Jesús,True
@themisterbrick,2024-04-04T18:38:19Z,0,desde los 7 años escucho a Daddy Yankee...actualmente ya tengo 22 años y esta se a convertido en una de mis favoritas :D,True
@elchicoazul870,2024-04-04T18:33:17Z,0,"Por eso ve y vende todo lo que tienes y borra todos tus videos, renuncia a las regalías del pecado, testigos fieles de tu pecado, ¿no lo has hecho?. Ya lo dijo el señor, más fácil entra un camello en el ojo de la aguja que estos fariseos falsos profetas amantes del dinero.",True
@HappyFake,2024-04-04T18:32:08Z,0,OMGGGGG ES INCREIBLEEEEEEEE,True
@luciacanete2817,2024-04-04T18:30:19Z,0,Que Dios te super Bendiga y seas aún más útil día a día para el 🙌🙌,True
@candepatriciacera3788,2024-04-04T18:28:58Z,0,Me encanta 🙌🙌🙌🙌,True
@oneidad8464,2024-04-04T18:27:08Z,0,Eres un soldado de Jesucristo así que todo lo que hacemos siempre sea para su gloria. Tu mirada siempre enfocada en Jesús y el resto lo hace el. Que bueno que ahora podré oír tu música porque ahora alabas a Dios y bendecirá a muchos. Para atrás mi para coger impulso. Dales Cristomicina!,True
@freestylegraceshotseries1333,2024-04-04T18:24:24Z,0,Tene´ que cerra´ el estadio mi rey,True
@Adami-mv8bd,2024-04-04T18:22:17Z,0,😂😂😂😂 aguita los comentario de pues de corromper a los adolecemte de dos o tres genaraciones alos inculto e ignorantes aki ahora q si no se q y nose cuanto 😂😂,True
@jaeljimenez5366,2024-04-04T18:13:12Z,1,Se me hace un nudo en la garganta eschuchandote... La Gloria es del Rey 🙌🙌🔥🔥❤💙🙏🙏,True
@carlosvelasco1219,2024-04-04T18:12:48Z,0,"Bueno lo q vale esq ya quiere ser buen ejemplo para la nueva generacion de q vale si hay otros q siguen Dañandola y como dijo Hertor y Lary le falta mucho recorrido para q entienda la palabra de Dios no es estar en lo secular , y nunca va cambiar porq lo q le gusta es llamar la atencion y no ser olvidado asi q  Raymon siga nomas",True
@theuvaxd,2024-04-04T18:11:11Z,0,"Me parece bien que el reguetón y el trap comiencen por fin a difundir un mensaje que beneficie al colectivo que lo consume, mayormente los jóvenes adolescentes...! 

Esto si funciona porque ya Juan Luis Guerra lo había practicado desde hace mucho tiempo. 

Esperemos que más artistas se sumen y aunque no solo se concentren en el evangelio, por lo menos que reduzcan el contenido burgal y violento que caracterizó al género por muchos años.",True
@mairagiraldocardenas1240,2024-04-04T18:11:07Z,0,❤❤❤❤❤❤❤❤❤❤❤,True
@LudwingMendez,2024-04-04T18:08:38Z,0,Que van canción,True
@isk3sh_music,2024-04-04T17:58:37Z,0,daddy the killer wlh,True
@yadiravelez1639,2024-04-04T17:57:24Z,2,"Felicidades Yankee, me encantó la letra Dtbm Jesús  el verdadero camino a la vida. Nadie llega al Padre si no por el hijo ❤❤❤",True
@Loki_demon,2024-04-04T17:53:10Z,0,Ayúdame porfavor estoy enferma y necesito una cirugía muy costosa. Soy madre de 2 niños y ya llevo 3 años en cama.😢 daddy porfavor ayúdame que Dios haga la obra atravez de ti,True
@emimusic163,2024-04-04T17:47:18Z,2,La oracion dio fruto,True
@jasmingollo3095,2024-04-04T17:37:30Z,1,Dios te bendiga siervo ❤,True
@miguelkurte3650,2024-04-04T17:25:01Z,0,"Amén hermano mío desde el Sur de Chile, Pucón agradecido, puedo ocuparla para videos de mi Iglesia, pido su autorización bro muchas bendiciones",True
@calixtohernandez623,2024-04-04T17:23:21Z,11,"Wao!!!! La rompiste!!!!me sacaste las lágrimas!!! Fuiste, eres y seguirás siendo el mejor!! Ahora para rematar te has convertido en un líder! Un ejemplo que todos deberíamos de seguir! Gracias alma hermosa! Cristo vive en ti!!!! Aleluya!!! Dios te siga bendiciendo!!!!Sigue rompiendolaaa!!!!😂",True
@sepuedecambiar7845,2024-04-04T17:23:07Z,1,"Jesús no es la misma persona que el Dios verdadero, Jehová, es su Hijo, y Jehová Dios lo envió para dar su vida en rescate por nosotros para salvarnos y liberarnos del pecado y la muerte, y para que podamos llegar a ser sus amigos y sus hijos de acuerdo a sus justas normas que él mismo siempre respeta y cumple. En Romanos 5:12 dice: ""Así pues, por medio de un solo hombre, el pecado entró en el mundo y por medio del pecado entró la muerte, y así fue como la muerte se extendió a todos los hombres, porque todos habían pecado..."" Y en 1 Juan 4:8-10 dice: ""El que no ama no ha llegado a conocer a Dios, porque Dios es amor.  9 Así es como el amor de Dios fue revelado en nuestro caso: Dios envió a su Hijo unigénito al mundo para que consiguiéramos la vida por medio de él. 10 El amor consiste en esto: no en que nosotros hayamos amado a Dios, sino en que él nos amó a nosotros y envió a su Hijo como sacrificio de reconciliación por nuestros pecados.""",True
@SantosSH01,2024-04-04T17:16:35Z,2,"Pues si en verdad se convirtió, que elimine toda su música del diablo que aún le sigue dando de comer😂😂😂",True
@beauty-4-ashes810,2024-04-04T17:16:18Z,0,Cant wait for MORE music like this from you brother❤🙏,True
@dexiel8878,2024-04-04T17:14:53Z,0,"Hermoso necesitamos más de esto, Dios sea contigo❤",True
@emilycasas2048,2024-04-04T17:13:11Z,0,gloria a dios hermano 🎉❤,True
@iglesiapentecostalcasadela3534,2024-04-04T17:09:33Z,2,"Esta Cancion no es Espiritual es una Distraction para desviar millones de cristianos 
Desperate sen nunca menciona a Jesucristo y Nunca Lo Reconoce como TAL Único Y Sufficient Salvador y Dios",True
@jillvalentine8581,2024-04-04T17:08:57Z,0,"felicidades varón de Dios, disfruta y aprovecha la oportunidad que Dios por su gracia te dio que le sirvas, el camino de Dios es difícil y de los valientes es el reino de Dios, Dios habita en la alabanza solo cambia de genero para adorar a Dios e genero urbano no es un genero para honrar a nuestro creador. canta musica de adoración q inspire a orar o a danzar para Dios.",True
@mercedesgiray7215,2024-04-04T17:03:14Z,0,❤❤❤❤ Dios por siempre y para siempre ❤❤❤❤,True
@lesliejohanapedrozavalenci7859,2024-04-04T16:55:57Z,2,"Yo solo espero más temas como este , me encanta 🎉❤ fascinante , Dios es maravilloso…. Pudo conquistar tu corazón , podrá con nosotros .",True
@ThizzDhoko,2024-04-04T16:54:58Z,1,🐒💭,True
@pardosaldo,2024-04-04T16:47:27Z,1,Ya esto es un negocio el sabe que le que poco su fama se acaba y pues claro a seguir haciéndose rico … que hipocresía,True
@cristianalbornoz1157,2024-04-04T16:47:11Z,0,*Siempre me guías DY*,True
@PabloEspinoza-vp4jr,2024-04-04T16:40:16Z,1,Sabes que seria epico? una colaboracion tambien junto al Gran Hector el Father hacia Dios :).,True
@Elrey11277,2024-04-04T16:31:56Z,1,Dios te bendiga Daddy Yankee 🙏🇩🇴,True
@abogadosasociadosconsultor2789,2024-04-04T16:28:03Z,1,"No hay que temer, él nos cuida, Jesús rey de reyes . Es él toda la gloria",True
@dantaylormusicaurbana3014,2024-04-04T16:25:34Z,1,❤,True
@lycealmeida9337,2024-04-04T16:20:07Z,1,🙌🙌🙌🙌🙌👏👏👏👏,True
@elnatalrd,2024-04-04T16:13:26Z,1,"Lluvia de bendiciones para ti guerrero de Dios! Excelente tema, muy diferente a los que he escuchado de otros urbanos “arrepentidos”. En tí se ve el verdadero cambio desde adentro hacia fuera!",True
@alejandrafitdance1368,2024-04-04T16:08:14Z,0,Ojalá hagas más música así está buenísimo la melodía la letra está increíble ❤,True
@alejandrafitdance1368,2024-04-04T16:06:07Z,0,Siempre bueno todo lo que hace ❤,True
@Yair2R,2024-04-04T16:02:09Z,1,Cristo vive,True
@eliacidrodriguezolivero5870,2024-04-04T15:50:01Z,1,ALELUYAAAAAAAAAAAAA!,True
@joseYT288,2024-04-04T15:49:29Z,1,Yo fui sanado por su sangre ❤,True
@alejandragarcia3806,2024-04-04T15:49:28Z,1,"El que realmente lo sigue sabe que el en muchas canciones habla de Dios, no es la primera 😅",True
@JaquelineMolina-gz4re,2024-04-04T15:47:34Z,1,Dios te bendiga❤❤,True
@JaquelineMolina-gz4re,2024-04-04T15:46:11Z,1,Dios te bendiga,True
@johnmartinez2423,2024-04-04T15:45:52Z,1,❤,True
@JaquelineMolina-gz4re,2024-04-04T15:45:51Z,1,Dios te bendiga ❤,True
@ethandagger,2024-04-04T15:42:18Z,0,No se había retirado?,True
@user-hh4nc4mv3p,2024-04-04T15:42:03Z,1,Bienvenido a los cristianos Dios guíe tus pensamientos saludos desde Guatemala,True
@MaritaFernandezHernandez-dt4il,2024-04-04T15:35:27Z,0,Dios es grande y poderoso....🙌Bendiciones!!!ahora si eres grande...Al Altísimo sea toda la gloria. 🙏,True
@johsepor1671,2024-04-04T15:28:08Z,1,siempre me imagine como sonaría una canción de Daddy Yankee cantando para Cristo Jesús Nuestro Señor y Salvador,True
@flamipoou8904,2024-04-04T15:27:27Z,1,Amén ✝️🛐,True
@yoarfersequera3655,2024-04-04T15:19:25Z,0,Eres el mejor apostoł de jesus como de la musica❤,True
@OrnellaSalvio,2024-04-04T15:14:34Z,0,"El es único y lo está haciendo dr la mano de dios , me encanta daddy yankee es único sinceramente desde hace años desde que era adolescente lo sigo y jamás dejo de ser el más grande . Cuando anuncio su ida dije nooo por qué irse 😢 pero lo bueno es que aquí sigue dando sus canciones de la mano de Dios y es bendecido por lo que hoy hace . Es tu tipaso daddy yankee 🙏🏾🙏🏾🙏🏾",True
@aliciaaraneda2134,2024-04-04T15:13:29Z,0,Jesucristo vivo a salvar y nosotros seguir a Jesús  el Hacia la voluntad del padre.  Nosotros hacer lo mismo  ser pecadores  como lo era Pedro... Eso está haciendo Dadyy tirando la red  con sus canciones Dios  lo llene de su gracia  y lo bendiga siempre   Dios es nuestro lumbrera en nuestro camino,True
@violetanunez1706,2024-04-04T15:08:08Z,1,"Wooow Que belleza tendremos  Qpasar  por el Fuego y Como el Oro refinado,  Dios Es el Centro de Todo  La Onra y La Gloria ha ty papito Jesus's Q Dios te yene De Amor y Bendiciones ha ty y tu Familia Daddy yankee❤",True
@NataliaIreneVilchezMarqu-dk2oz,2024-04-04T15:07:00Z,2,"🗣🙌🏼🙌🏼 bravoo ""la Gracia favor  inmerecido de parte de Dios"" tenemos el ADN DE Cristo Jesús!!",True
@user-ij7ys9ym4k,2024-04-04T15:04:16Z,0,"😅 ya hizo, y cumplio,su meta...ya hizo los millonsitos$$$hoy ya es tiempo.del cambio😊",True
@yudeliscristalramosdelossa9289,2024-04-04T14:59:34Z,0,hermosa canción Dios te siga bendiciendo,True
@user-qv2wn8gh9y,2024-04-04T14:46:56Z,0,Me encanta la canción daddy Yankee y dios te bendiga muchas bendiciones,True
@TatevikGrigoryan84,2024-04-04T14:40:16Z,0,LOVE IT .❤❤❤❤ AMEN ❤❤❤JESUS,True
@juansantiago2915,2024-04-04T14:30:52Z,1,"Santiago 4
4 ¡Oh almas adúlteras! ¿No sabéis que la amistad del mundo es enemistad contra Dios? Cualquiera, pues, que quiera ser amigo del mundo, se constituye enemigo de Dios.
5 ¿O pensáis que la Escritura dice en vano: El Espíritu que él ha hecho morar en nosotros nos anhela celosamente?",True
@Creabargame246,2024-04-04T14:28:41Z,0,Daddy yankee ya. No es lo de antes,True
@juansantiago2915,2024-04-04T14:28:39Z,1,"2 Corintios 5
17 De modo que si alguno está en Cristo, nueva criatura es; las cosas viejas pasaron; he aquí todas son hechas nuevas. 

Es necesario estudiar y reflexionar más en este testo bíblico para poder entender la voluntad de Dios",True
@AnaCastilloMusica,2024-04-04T14:18:04Z,0,🔥,True
@CarlosAlvarez5733,2024-04-04T14:14:12Z,0,Dios te siga bendiciendo!!!,True
@elyzabethalva4213,2024-04-04T14:12:24Z,0,🙏🏼❤️❤️❤️,True
@richardalexisbarrientosalv7501,2024-04-04T14:08:57Z,1,gente investiguen la masoneria blanca y hablamos,True
@CarlosCruz-sz7mq,2024-04-04T13:59:07Z,0,Como estan los incautos y los ignorantes. BAFOMET.,True
@santosluciano-db3nn,2024-04-04T13:54:57Z,0,"Ya pasaron de modo ,aora puros corridos tumbados🇲🇽🇲🇽🇲🇽😜😝😛",True
@albertluial5257,2024-04-04T13:52:32Z,1,"Que saque mas canciones cristianas y haga gira mundial 😊
Con entradas en fisico Teleticket en las boleterías 
Porque muchos se quedaron sin entradas por esperar via online 😢",True
@JeurisHilario3083,2024-04-04T13:51:59Z,0,Dios está bien haciendo su obra en el Dios te bendiga Daddy Yankees un fanático de los Yankees el Daddy,True
@albertluial5257,2024-04-04T13:50:57Z,0,Una colaboración con Redimi2,True
@AndrewFlores657,2024-04-04T13:50:27Z,0,"Tengo una curiosidad , por qué en el video que es de Dios, aparecen símbolos como el triángulo (iluminatis), luego casi al final del video se invierte mirando hacia abajo?? También cuando dice “fuego sale por mis labios”?🤔",True
@richardalexisbarrientosalv7501,2024-04-04T13:49:16Z,0,"Daddy Yankee siempre fue de Dios busquen sus primeras canciones, Salud y Vida, Coraza Divina, Santifica tus Escapularios gente informense antes de hablar comentarios",True
@williamhiguitahiguita8485,2024-04-04T13:44:12Z,0,Aleluya,True
@user-ee5bn7uo5u,2024-04-04T13:42:53Z,0,Quería seguirte en la canción pero abian partes donde cantaba Muy rápido,True
@eleydaruiz1605,2024-04-04T13:39:35Z,0,Éxito en cristo,True
@lucasvillalba7822,2024-04-04T13:36:49Z,0,quien esta de acuerdo de que daddy yankee deberia cantar con redimi2?,True
@beauty-4-ashes810,2024-04-04T13:29:16Z,0,Si GLORIAADIOS!!!❤❤❤🙏🙏🙏🙏,True
@mawandajulius6598,2024-04-04T13:18:22Z,0,Praise Jesus 😊😊,True
@EvertSuclli,2024-04-04T13:16:42Z,0,🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧,True
@user-js3xb6gt7z,2024-04-04T13:14:17Z,0,El regueaton no es Musica cristiana,True
@monikaferenczi845,2024-04-04T13:13:26Z,1,Dios tiene un propósito para tu vida. Gloria a Dios por tu voz y por usarlo para traer el Reino para esta tierra... 🙏 Gracias Padre porque por tu sangre somos salvos y restaurados 🙏,True
@shortmovieclips276,2024-04-04T12:50:57Z,3,"Thank you Lord...if Yankee can change,who I'm I man!...I choose Christ too!",True
@WanjiruJudy,2024-04-04T12:31:05Z,1,Praise God❤,True
@DarwinHernandez-gg2sl,2024-04-04T12:30:53Z,0,Mi hermano ...cuando no aceptes este mundo pagano romano y todo lo  mundano y  aceptes a cristo como su salvador y al día sábado como único día del señor..el te escuchara .Dios lo bendiga .,True
@losjuguetesderuth153,2024-04-04T12:27:56Z,0,"Buenísima, una con Redimi2 porfa",True
@elizaceron1496,2024-04-04T12:04:12Z,0,Espectacular 🎉❤❤🙏🏻,True
@Ivon01,2024-04-04T11:59:05Z,0,"Nuevamente Jesucristo venció y seguirá utilizando te como instrumento, para llevar vidas a su Reino Celestial,  a seguir trabajando para que conozcan del amor de Dios. Vida eterna que solo puede dar el Rey de Reyes, Señor de Señores. 👏🏾👏🏾👏🏾👏🏾🤍✨✨✨ Bendiciones.",True
@Iris.2024,2024-04-04T11:48:22Z,0,We thank God for you DY!!!,True
@Iris.2024,2024-04-04T11:43:35Z,0,🙏,True
@freddychacon5814,2024-04-04T11:18:08Z,0,Daddy yankee no se conforma con todos sus millones,True
@samuelespinosa1694,2024-04-04T11:15:31Z,0,🎉🎉🎉🎉 la buena daddy yankee,True
@astcozavak-childofgod1281,2024-04-04T10:50:20Z,0,🔥🔥🔥🔥🙏🏼🙏🏼🙏🏼🙏🏼,True
@mapo8401,2024-04-04T10:46:22Z,0,Yeah yeah,True
@mrchuh6173,2024-04-04T10:21:02Z,0,Amen,True
@AlejandroCartagena-ep9zz,2024-04-04T09:58:19Z,0,Aleluya gloria a Dios buen mensaje para los q se quieran reconciliar con Dios y hacer la oración de fe,True
@greyflorezagudelo3401,2024-04-04T09:54:59Z,0,Vaya q bonita canción sigue así felicidades,True
@user-gd8ow6nu7w,2024-04-04T09:43:28Z,0,Bendiciones ❤❤❤❤❤,True
@user-bl3kc3jj9e,2024-04-04T09:34:37Z,1,Me gustas mucho más!!!❤ GOD BLESS YOU!,True
@JostinNieto-nh4wl,2024-04-04T09:24:14Z,0,"Reymon  Dios te bendiga y te apoyamos, Jesús es el camino. lLa verdad y la vida. Los invito a leer este libro “LA TRAVESÍA DE ROMA”",True
@JhosiCornejo,2024-04-04T08:46:03Z,1,Buena ahora creo entender a mi hermano 😢❤😢,True
@felixgilberto25,2024-04-04T07:31:32Z,0,Alleluia 🙌🏼,True
@dilanalbertovelezgutierrez5729,2024-04-04T07:28:04Z,0,Sin duda alguna con está canción daddy yankee se ganó más mi admiración y no como el rapero idiota que incluso se burló de cristo crucificado. Gloria a Dios y gracias a daddy yankee.,True
